key,Date,Hour,power,temperature
20170101:0,2017-01-01,0,5665,0.5
20170101:1,2017-01-01,1,5665,0.3
20170101:2,2017-01-01,2,5665,0.0
20170101:3,2017-01-01,3,5665,-0.1
20170101:4,2017-01-01,4,5665,-0.1
20170101:5,2017-01-01,5,5665,-0.1
20170101:6,2017-01-01,6,5665,-0.4
20170101:7,2017-01-01,7,5665,-1.6
20170101:8,2017-01-01,8,5665,-1.9
20170101:9,2017-01-01,9,5665,-1.8
20170101:10,2017-01-01,10,5665,-1.1
20170101:11,2017-01-01,11,5665,0.1
20170101:12,2017-01-01,12,5665,0.8
20170101:13,2017-01-01,13,5665,1.2
20170101:14,2017-01-01,14,5665,1.2
20170101:15,2017-01-01,15,5665,1.7
20170101:16,2017-01-01,16,5665,1.2
20170101:17,2017-01-01,17,5665,0.6
20170101:18,2017-01-01,18,5665,0.7
20170101:19,2017-01-01,19,5665,0.1
20170101:20,2017-01-01,20,5665,-0.2
20170101:21,2017-01-01,21,5665,-1.0
20170101:22,2017-01-01,22,5665,-0.6
20170101:23,2017-01-01,23,5665,-0.7
20170102:0,2017-01-02,0,5774,-1.2
20170102:1,2017-01-02,1,5777,-2.4
20170102:2,2017-01-02,2,5781,-2.3
20170102:3,2017-01-02,3,5784,-1.9
20170102:4,2017-01-02,4,5787,-2.1
20170102:5,2017-01-02,5,5791,-3.0
20170102:6,2017-01-02,6,5794,-2.7
20170102:7,2017-01-02,7,5797,-2.6
20170102:8,2017-01-02,8,5801,-3.7
20170102:9,2017-01-02,9,5804,-2.0
20170102:10,2017-01-02,10,5807,1.3
20170102:11,2017-01-02,11,5811,3.0
20170102:12,2017-01-02,12,5814,3.9
20170102:13,2017-01-02,13,5817,4.7
20170102:14,2017-01-02,14,5821,4.2
20170102:15,2017-01-02,15,5824,4.0
20170102:16,2017-01-02,16,5827,3.3
20170102:17,2017-01-02,17,5830,3.2
20170102:18,2017-01-02,18,5834,3.3
20170102:19,2017-01-02,19,5837,3.3
20170102:20,2017-01-02,20,5840,3.5
20170102:21,2017-01-02,21,5844,3.6
20170102:22,2017-01-02,22,5847,3.5
20170102:23,2017-01-02,23,5850,3.3
20170103:0,2017-01-03,0,5854,3.3
20170103:1,2017-01-03,1,5857,3.2
20170103:2,2017-01-03,2,5860,3.2
20170103:3,2017-01-03,3,5864,3.0
20170103:4,2017-01-03,4,5867,3.3
20170103:5,2017-01-03,5,5870,3.4
20170103:6,2017-01-03,6,5874,3.7
20170103:7,2017-01-03,7,5877,3.8
20170103:8,2017-01-03,8,5880,4.0
20170103:9,2017-01-03,9,5884,4.1
20170103:10,2017-01-03,10,5887,4.3
20170103:11,2017-01-03,11,5890,4.4
20170103:12,2017-01-03,12,5894,4.3
20170103:13,2017-01-03,13,5897,4.3
20170103:14,2017-01-03,14,5900,4.2
20170103:15,2017-01-03,15,5903,4.1
20170103:16,2017-01-03,16,5907,4.0
20170103:17,2017-01-03,17,5910,3.9
20170103:18,2017-01-03,18,5913,3.6
20170103:19,2017-01-03,19,5917,3.2
20170103:20,2017-01-03,20,5920,3.0
20170103:21,2017-01-03,21,5923,2.2
20170103:22,2017-01-03,22,5829,2.0
20170103:23,2017-01-03,23,5406,1.8
20170104:0,2017-01-04,0,5051,1.8
20170104:1,2017-01-04,1,4828,1.9
20170104:2,2017-01-04,2,4696,2.3
20170104:3,2017-01-04,3,4634,2.8
20170104:4,2017-01-04,4,4665,3.5
20170104:5,2017-01-04,5,4889,2.9
20170104:6,2017-01-04,6,5284,2.2
20170104:7,2017-01-04,7,5795,2.5
20170104:8,2017-01-04,8,6057,2.3
20170104:9,2017-01-04,9,6195,1.3
20170104:10,2017-01-04,10,6406,0.7
20170104:11,2017-01-04,11,6575,-0.9
20170104:12,2017-01-04,12,6684,-2.6
20170104:13,2017-01-04,13,6691,-3.6
20170104:14,2017-01-04,14,6684,-4.6
20170104:15,2017-01-04,15,6676,-5.1
20170104:16,2017-01-04,16,6832,-5.7
20170104:17,2017-01-04,17,7230,-6.4
20170104:18,2017-01-04,18,7224,-6.7
20170104:19,2017-01-04,19,7097,-7.7
20170104:20,2017-01-04,20,6968,-8.0
20170104:21,2017-01-04,21,6714,-8.2
20170104:22,2017-01-04,22,6341,-8.3
20170104:23,2017-01-04,23,5906,-8.5
20170105:0,2017-01-05,0,5579,-8.5
20170105:1,2017-01-05,1,5333,-8.3
20170105:2,2017-01-05,2,5202,-7.4
20170105:3,2017-01-05,3,5146,-7.2
20170105:4,2017-01-05,4,5168,-7.1
20170105:5,2017-01-05,5,5386,-7.4
20170105:6,2017-01-05,6,5835,-7.3
20170105:7,2017-01-05,7,6349,-8.0
20170105:8,2017-01-05,8,6557,-8.1
20170105:9,2017-01-05,9,6709,-8.1
20170105:10,2017-01-05,10,6790,-7.9
20170105:11,2017-01-05,11,6875,-8.1
20170105:12,2017-01-05,12,6851,-7.4
20170105:13,2017-01-05,13,6881,-6.6
20170105:14,2017-01-05,14,6903,-6.7
20170105:15,2017-01-05,15,6905,-7.2
20170105:16,2017-01-05,16,7039,-7.5
20170105:17,2017-01-05,17,7361,-8.2
20170105:18,2017-01-05,18,7358,-8.6
20170105:19,2017-01-05,19,7253,-9.0
20170105:20,2017-01-05,20,7114,-9.4
20170105:21,2017-01-05,21,6862,-10.1
20170105:22,2017-01-05,22,6463,-10.6
20170105:23,2017-01-05,23,6035,-11.3
20170106:0,2017-01-06,0,5668,-11.6
20170106:1,2017-01-06,1,5435,-11.9
20170106:2,2017-01-06,2,5349,-12.1
20170106:3,2017-01-06,3,5315,-12.3
20170106:4,2017-01-06,4,5331,-12.6
20170106:5,2017-01-06,5,5560,-12.7
20170106:6,2017-01-06,6,5981,-13.0
20170106:7,2017-01-06,7,6470,-13.3
20170106:8,2017-01-06,8,6673,-13.4
20170106:9,2017-01-06,9,6766,-12.5
20170106:10,2017-01-06,10,6814,-10.8
20170106:11,2017-01-06,11,6850,-8.9
20170106:12,2017-01-06,12,6810,-7.9
20170106:13,2017-01-06,13,6803,-8.0
20170106:14,2017-01-06,14,6743,-7.6
20170106:15,2017-01-06,15,6739,-7.6
20170106:16,2017-01-06,16,6864,-8.6
20170106:17,2017-01-06,17,7259,-9.9
20170106:18,2017-01-06,18,7267,-10.6
20170106:19,2017-01-06,19,7161,-10.7
20170106:20,2017-01-06,20,7016,-11.2
20170106:21,2017-01-06,21,6769,-11.5
20170106:22,2017-01-06,22,6423,-11.7
20170106:23,2017-01-06,23,5976,-11.9
20170107:0,2017-01-07,0,5665,-12.6
20170107:1,2017-01-07,1,5441,-12.7
20170107:2,2017-01-07,2,5288,-13.1
20170107:3,2017-01-07,3,5210,-13.0
20170107:4,2017-01-07,4,5171,-13.4
20170107:5,2017-01-07,5,5253,-13.6
20170107:6,2017-01-07,6,5428,-13.6
20170107:7,2017-01-07,7,5655,-13.9
20170107:8,2017-01-07,8,5852,-13.9
20170107:9,2017-01-07,9,6040,-12.5
20170107:10,2017-01-07,10,6165,-10.1
20170107:11,2017-01-07,11,6278,-9.3
20170107:12,2017-01-07,12,6344,-7.9
20170107:13,2017-01-07,13,6348,-7.8
20170107:14,2017-01-07,14,6343,-8.0
20170107:15,2017-01-07,15,6354,-8.6
20170107:16,2017-01-07,16,6496,-9.2
20170107:17,2017-01-07,17,6855,-10.5
20170107:18,2017-01-07,18,6859,-10.5
20170107:19,2017-01-07,19,6709,-11.3
20170107:20,2017-01-07,20,6570,-11.5
20170107:21,2017-01-07,21,6370,-11.7
20170107:22,2017-01-07,22,6095,-11.8
20170107:23,2017-01-07,23,5767,-11.9
20170108:0,2017-01-08,0,5493,-12.1
20170108:1,2017-01-08,1,5269,-11.7
20170108:2,2017-01-08,2,5127,-10.8
20170108:3,2017-01-08,3,5054,-9.7
20170108:4,2017-01-08,4,5027,-9.3
20170108:5,2017-01-08,5,5068,-10.2
20170108:6,2017-01-08,6,5199,-10.4
20170108:7,2017-01-08,7,5391,-11.1
20170108:8,2017-01-08,8,5556,-11.3
20170108:9,2017-01-08,9,5754,-11.2
20170108:10,2017-01-08,10,5893,-10.5
20170108:11,2017-01-08,11,6005,-10.1
20170108:12,2017-01-08,12,6089,-10.1
20170108:13,2017-01-08,13,6113,-9.8
20170108:14,2017-01-08,14,6127,-10.2
20170108:15,2017-01-08,15,6211,-9.3
20170108:16,2017-01-08,16,6468,-10.0
20170108:17,2017-01-08,17,6967,-10.7
20170108:18,2017-01-08,18,7039,-11.4
20170108:19,2017-01-08,19,6925,-12.1
20170108:20,2017-01-08,20,6761,-12.6
20170108:21,2017-01-08,21,6536,-13.1
20170108:22,2017-01-08,22,6225,-11.7
20170108:23,2017-01-08,23,5834,-10.3
20170109:0,2017-01-09,0,5526,-10.0
20170109:1,2017-01-09,1,5353,-9.5
20170109:2,2017-01-09,2,5257,-9.1
20170109:3,2017-01-09,3,5196,-9.0
20170109:4,2017-01-09,4,5247,-9.0
20170109:5,2017-01-09,5,5494,-8.6
20170109:6,2017-01-09,6,6012,-8.4
20170109:7,2017-01-09,7,6712,-7.9
20170109:8,2017-01-09,8,6879,-7.2
20170109:9,2017-01-09,9,6993,-6.8
20170109:10,2017-01-09,10,7104,-6.4
20170109:11,2017-01-09,11,7124,-5.8
20170109:12,2017-01-09,12,7055,-4.1
20170109:13,2017-01-09,13,7047,-4.0
20170109:14,2017-01-09,14,6974,-3.4
20170109:15,2017-01-09,15,6995,-3.3
20170109:16,2017-01-09,16,7132,-3.3
20170109:17,2017-01-09,17,7450,-3.7
20170109:18,2017-01-09,18,7398,-4.0
20170109:19,2017-01-09,19,7269,-4.2
20170109:20,2017-01-09,20,7046,-4.1
20170109:21,2017-01-09,21,6760,-3.7
20170109:22,2017-01-09,22,6302,-3.5
20170109:23,2017-01-09,23,5849,-3.7
20170110:0,2017-01-10,0,5470,-3.1
20170110:1,2017-01-10,1,5252,-3.0
20170110:2,2017-01-10,2,5111,-2.8
20170110:3,2017-01-10,3,5050,-2.2
20170110:4,2017-01-10,4,5104,-2.5
20170110:5,2017-01-10,5,5373,-2.3
20170110:6,2017-01-10,6,5890,-2.6
20170110:7,2017-01-10,7,6560,-2.1
20170110:8,2017-01-10,8,6723,-1.9
20170110:9,2017-01-10,9,6850,-1.5
20170110:10,2017-01-10,10,6940,-1.6
20170110:11,2017-01-10,11,7017,-0.5
20170110:12,2017-01-10,12,7004,0.0
20170110:13,2017-01-10,13,7011,-0.1
20170110:14,2017-01-10,14,6975,0.1
20170110:15,2017-01-10,15,6970,0.3
20170110:16,2017-01-10,16,7128,1.0
20170110:17,2017-01-10,17,7384,1.4
20170110:18,2017-01-10,18,7302,2.3
20170110:19,2017-01-10,19,7120,3.4
20170110:20,2017-01-10,20,6895,4.3
20170110:21,2017-01-10,21,6553,5.2
20170110:22,2017-01-10,22,6087,7.0
20170110:23,2017-01-10,23,5616,7.1
20170111:0,2017-01-11,0,5216,7.8
20170111:1,2017-01-11,1,5006,7.1
20170111:2,2017-01-11,2,4919,4.0
20170111:3,2017-01-11,3,4870,3.8
20170111:4,2017-01-11,4,4909,3.3
20170111:5,2017-01-11,5,5144,2.5
20170111:6,2017-01-11,6,5695,1.8
20170111:7,2017-01-11,7,6316,1.3
20170111:8,2017-01-11,8,6376,0.9
20170111:9,2017-01-11,9,6371,1.3
20170111:10,2017-01-11,10,6378,2.0
20170111:11,2017-01-11,11,6430,2.9
20170111:12,2017-01-11,12,6541,2.5
20170111:13,2017-01-11,13,6544,3.2
20170111:14,2017-01-11,14,6488,4.1
20170111:15,2017-01-11,15,6447,4.9
20170111:16,2017-01-11,16,6601,4.5
20170111:17,2017-01-11,17,6949,4.2
20170111:18,2017-01-11,18,6861,4.2
20170111:19,2017-01-11,19,6705,4.8
20170111:20,2017-01-11,20,6551,5.0
20170111:21,2017-01-11,21,6301,5.0
20170111:22,2017-01-11,22,5858,5.0
20170111:23,2017-01-11,23,5407,4.8
20170112:0,2017-01-12,0,5061,6.4
20170112:1,2017-01-12,1,4851,7.2
20170112:2,2017-01-12,2,4706,7.7
20170112:3,2017-01-12,3,4633,7.2
20170112:4,2017-01-12,4,4651,7.1
20170112:5,2017-01-12,5,4866,6.2
20170112:6,2017-01-12,6,5425,4.7
20170112:7,2017-01-12,7,6120,2.9
20170112:8,2017-01-12,8,6284,2.5
20170112:9,2017-01-12,9,6406,2.2
20170112:10,2017-01-12,10,6474,2.0
20170112:11,2017-01-12,11,6557,2.3
20170112:12,2017-01-12,12,6667,2.3
20170112:13,2017-01-12,13,6678,2.4
20170112:14,2017-01-12,14,6597,2.7
20170112:15,2017-01-12,15,6590,2.8
20170112:16,2017-01-12,16,6738,2.5
20170112:17,2017-01-12,17,6935,0.9
20170112:18,2017-01-12,18,6926,0.7
20170112:19,2017-01-12,19,6817,0.9
20170112:20,2017-01-12,20,6672,0.4
20170112:21,2017-01-12,21,6408,-0.1
20170112:22,2017-01-12,22,5965,-0.5
20170112:23,2017-01-12,23,5481,-1.4
20170113:0,2017-01-13,0,5182,-1.6
20170113:1,2017-01-13,1,4970,-2.1
20170113:2,2017-01-13,2,4873,-1.7
20170113:3,2017-01-13,3,4844,-2.1
20170113:4,2017-01-13,4,4906,-3.4
20170113:5,2017-01-13,5,5133,-4.0
20170113:6,2017-01-13,6,5710,-3.7
20170113:7,2017-01-13,7,6318,-4.7
20170113:8,2017-01-13,8,6473,-5.3
20170113:9,2017-01-13,9,6533,-4.8
20170113:10,2017-01-13,10,6552,-3.6
20170113:11,2017-01-13,11,6616,-3.1
20170113:12,2017-01-13,12,6650,-3.4
20170113:13,2017-01-13,13,6681,-2.9
20170113:14,2017-01-13,14,6683,-3.6
20170113:15,2017-01-13,15,6658,-3.8
20170113:16,2017-01-13,16,6783,-3.8
20170113:17,2017-01-13,17,7035,-5.4
20170113:18,2017-01-13,18,7010,-5.8
20170113:19,2017-01-13,19,6907,-6.1
20170113:20,2017-01-13,20,6775,-6.3
20170113:21,2017-01-13,21,6515,-6.6
20170113:22,2017-01-13,22,6178,-7.0
20170113:23,2017-01-13,23,5741,-7.6
20170114:0,2017-01-14,0,5387,-8.2
20170114:1,2017-01-14,1,5184,-8.5
20170114:2,2017-01-14,2,5050,-8.8
20170114:3,2017-01-14,3,4955,-8.6
20170114:4,2017-01-14,4,4920,-8.6
20170114:5,2017-01-14,5,5012,-9.0
20170114:6,2017-01-14,6,5222,-8.8
20170114:7,2017-01-14,7,5492,-8.8
20170114:8,2017-01-14,8,5730,-8.9
20170114:9,2017-01-14,9,5974,-8.3
20170114:10,2017-01-14,10,6143,-7.3
20170114:11,2017-01-14,11,6241,-6.4
20170114:12,2017-01-14,12,6247,-5.7
20170114:13,2017-01-14,13,6193,-4.9
20170114:14,2017-01-14,14,6074,-4.3
20170114:15,2017-01-14,15,6037,-3.7
20170114:16,2017-01-14,16,6131,-3.4
20170114:17,2017-01-14,17,6442,-3.7
20170114:18,2017-01-14,18,6484,-4.2
20170114:19,2017-01-14,19,6333,-4.4
20170114:20,2017-01-14,20,6162,-4.6
20170114:21,2017-01-14,21,5958,-4.6
20170114:22,2017-01-14,22,5709,-4.8
20170114:23,2017-01-14,23,5417,-5.4
20170115:0,2017-01-15,0,5130,-5.9
20170115:1,2017-01-15,1,4915,-5.6
20170115:2,2017-01-15,2,4765,-6.1
20170115:3,2017-01-15,3,4690,-7.0
20170115:4,2017-01-15,4,4655,-6.7
20170115:5,2017-01-15,5,4703,-5.3
20170115:6,2017-01-15,6,4837,-6.6
20170115:7,2017-01-15,7,5023,-5.4
20170115:8,2017-01-15,8,5231,-4.6
20170115:9,2017-01-15,9,5484,-3.4
20170115:10,2017-01-15,10,5661,-2.2
20170115:11,2017-01-15,11,5786,-1.4
20170115:12,2017-01-15,12,5844,-1.1
20170115:13,2017-01-15,13,5838,-0.6
20170115:14,2017-01-15,14,5864,-0.7
20170115:15,2017-01-15,15,5902,-0.3
20170115:16,2017-01-15,16,6074,-0.3
20170115:17,2017-01-15,17,6461,-0.6
20170115:18,2017-01-15,18,6499,-0.9
20170115:19,2017-01-15,19,6361,-2.0
20170115:20,2017-01-15,20,6211,-1.9
20170115:21,2017-01-15,21,5986,-2.7
20170115:22,2017-01-15,22,5666,-3.0
20170115:23,2017-01-15,23,5325,-4.1
20170116:0,2017-01-16,0,5089,-5.9
20170116:1,2017-01-16,1,4922,-5.3
20170116:2,2017-01-16,2,4812,-5.5
20170116:3,2017-01-16,3,4809,-5.2
20170116:4,2017-01-16,4,4878,-5.7
20170116:5,2017-01-16,5,5154,-5.2
20170116:6,2017-01-16,6,5678,-5.3
20170116:7,2017-01-16,7,6356,-5.2
20170116:8,2017-01-16,8,6454,-4.9
20170116:9,2017-01-16,9,6480,-3.0
20170116:10,2017-01-16,10,6494,-1.2
20170116:11,2017-01-16,11,6499,-0.2
20170116:12,2017-01-16,12,6486,1.6
20170116:13,2017-01-16,13,6523,1.6
20170116:14,2017-01-16,14,6515,2.2
20170116:15,2017-01-16,15,6477,2.5
20170116:16,2017-01-16,16,6569,1.9
20170116:17,2017-01-16,17,6925,1.1
20170116:18,2017-01-16,18,6998,1.5
20170116:19,2017-01-16,19,6896,0.7
20170116:20,2017-01-16,20,6727,0.1
20170116:21,2017-01-16,21,6430,0.3
20170116:22,2017-01-16,22,5990,-0.2
20170116:23,2017-01-16,23,5506,0.8
20170117:0,2017-01-17,0,5123,0.8
20170117:1,2017-01-17,1,4948,0.4
20170117:2,2017-01-17,2,4831,0.2
20170117:3,2017-01-17,3,4802,0.5
20170117:4,2017-01-17,4,4846,0.4
20170117:5,2017-01-17,5,5058,0.5
20170117:6,2017-01-17,6,5605,0.7
20170117:7,2017-01-17,7,6243,1.0
20170117:8,2017-01-17,8,6457,1.0
20170117:9,2017-01-17,9,6577,1.4
20170117:10,2017-01-17,10,6782,1.3
20170117:11,2017-01-17,11,6900,1.0
20170117:12,2017-01-17,12,6934,1.5
20170117:13,2017-01-17,13,6954,1.2
20170117:14,2017-01-17,14,6889,1.2
20170117:15,2017-01-17,15,6843,1.3
20170117:16,2017-01-17,16,6955,1.7
20170117:17,2017-01-17,17,7123,1.5
20170117:18,2017-01-17,18,7034,1.4
20170117:19,2017-01-17,19,6860,1.0
20170117:20,2017-01-17,20,6678,0.9
20170117:21,2017-01-17,21,6411,0.9
20170117:22,2017-01-17,22,5954,1.0
20170117:23,2017-01-17,23,5485,1.0
20170118:0,2017-01-18,0,5132,0.9
20170118:1,2017-01-18,1,4950,0.9
20170118:2,2017-01-18,2,4838,0.8
20170118:3,2017-01-18,3,4746,0.9
20170118:4,2017-01-18,4,4799,1.2
20170118:5,2017-01-18,5,5038,1.4
20170118:6,2017-01-18,6,5568,1.5
20170118:7,2017-01-18,7,6198,1.7
20170118:8,2017-01-18,8,6300,2.0
20170118:9,2017-01-18,9,6404,2.2
20170118:10,2017-01-18,10,6495,2.6
20170118:11,2017-01-18,11,6543,3.0
20170118:12,2017-01-18,12,6554,2.9
20170118:13,2017-01-18,13,6551,3.2
20170118:14,2017-01-18,14,6529,3.2
20170118:15,2017-01-18,15,6554,2.8
20170118:16,2017-01-18,16,6661,2.8
20170118:17,2017-01-18,17,6899,2.7
20170118:18,2017-01-18,18,6881,2.5
20170118:19,2017-01-18,19,6764,2.3
20170118:20,2017-01-18,20,6601,2.5
20170118:21,2017-01-18,21,6314,2.5
20170118:22,2017-01-18,22,5878,2.5
20170118:23,2017-01-18,23,5394,2.8
20170119:0,2017-01-19,0,5034,3.0
20170119:1,2017-01-19,1,4815,2.8
20170119:2,2017-01-19,2,4699,2.7
20170119:3,2017-01-19,3,4656,2.7
20170119:4,2017-01-19,4,4699,2.4
20170119:5,2017-01-19,5,4929,2.2
20170119:6,2017-01-19,6,5491,2.0
20170119:7,2017-01-19,7,6155,1.8
20170119:8,2017-01-19,8,6333,1.4
20170119:9,2017-01-19,9,6419,1.5
20170119:10,2017-01-19,10,6512,1.9
20170119:11,2017-01-19,11,6566,2.0
20170119:12,2017-01-19,12,6552,2.2
20170119:13,2017-01-19,13,6559,2.3
20170119:14,2017-01-19,14,6527,2.4
20170119:15,2017-01-19,15,6541,2.5
20170119:16,2017-01-19,16,6627,2.5
20170119:17,2017-01-19,17,6846,1.9
20170119:18,2017-01-19,18,6825,1.6
20170119:19,2017-01-19,19,6721,1.8
20170119:20,2017-01-19,20,6555,1.7
20170119:21,2017-01-19,21,6286,1.5
20170119:22,2017-01-19,22,5869,1.4
20170119:23,2017-01-19,23,5404,1.4
20170120:0,2017-01-20,0,5063,1.1
20170120:1,2017-01-20,1,4840,0.9
20170120:2,2017-01-20,2,4685,0.7
20170120:3,2017-01-20,3,4646,0.8
20170120:4,2017-01-20,4,4681,0.8
20170120:5,2017-01-20,5,4918,1.0
20170120:6,2017-01-20,6,5434,1.1
20170120:7,2017-01-20,7,6035,1.3
20170120:8,2017-01-20,8,6244,1.9
20170120:9,2017-01-20,9,6387,2.7
20170120:10,2017-01-20,10,6438,3.0
20170120:11,2017-01-20,11,6510,3.3
20170120:12,2017-01-20,12,6492,3.3
20170120:13,2017-01-20,13,6501,3.1
20170120:14,2017-01-20,14,6438,3.3
20170120:15,2017-01-20,15,6428,3.7
20170120:16,2017-01-20,16,6462,3.4
20170120:17,2017-01-20,17,6655,3.2
20170120:18,2017-01-20,18,6612,3.2
20170120:19,2017-01-20,19,6502,3.3
20170120:20,2017-01-20,20,6348,3.3
20170120:21,2017-01-20,21,6088,3.3
20170120:22,2017-01-20,22,5727,3.3
20170120:23,2017-01-20,23,5258,2.9
20170121:0,2017-01-21,0,4900,2.7
20170121:1,2017-01-21,1,4674,3.0
20170121:2,2017-01-21,2,4539,2.6
20170121:3,2017-01-21,3,4441,3.2
20170121:4,2017-01-21,4,4402,3.4
20170121:5,2017-01-21,5,4483,2.5
20170121:6,2017-01-21,6,4678,2.3
20170121:7,2017-01-21,7,4946,2.5
20170121:8,2017-01-21,8,5191,2.2
20170121:9,2017-01-21,9,5475,2.6
20170121:10,2017-01-21,10,5677,3.0
20170121:11,2017-01-21,11,5773,3.6
20170121:12,2017-01-21,12,5777,4.6
20170121:13,2017-01-21,13,5701,5.1
20170121:14,2017-01-21,14,5631,6.1
20170121:15,2017-01-21,15,5613,6.2
20170121:16,2017-01-21,16,5751,5.4
20170121:17,2017-01-21,17,6034,4.8
20170121:18,2017-01-21,18,6037,4.7
20170121:19,2017-01-21,19,5863,4.6
20170121:20,2017-01-21,20,5680,4.4
20170121:21,2017-01-21,21,5479,4.5
20170121:22,2017-01-21,22,5225,4.7
20170121:23,2017-01-21,23,4922,4.5
20170122:0,2017-01-22,0,4633,4.4
20170122:1,2017-01-22,1,4429,4.1
20170122:2,2017-01-22,2,4281,3.9
20170122:3,2017-01-22,3,4209,3.6
20170122:4,2017-01-22,4,4193,3.6
20170122:5,2017-01-22,5,4244,3.7
20170122:6,2017-01-22,6,4376,3.6
20170122:7,2017-01-22,7,4601,3.5
20170122:8,2017-01-22,8,4830,3.4
20170122:9,2017-01-22,9,5109,3.5
20170122:10,2017-01-22,10,5366,3.7
20170122:11,2017-01-22,11,5541,3.7
20170122:12,2017-01-22,12,5610,3.7
20170122:13,2017-01-22,13,5607,3.9
20170122:14,2017-01-22,14,5604,4.1
20170122:15,2017-01-22,15,5599,4.7
20170122:16,2017-01-22,16,5740,4.9
20170122:17,2017-01-22,17,6096,5.3
20170122:18,2017-01-22,18,6157,4.9
20170122:19,2017-01-22,19,6019,4.8
20170122:20,2017-01-22,20,5865,3.9
20170122:21,2017-01-22,21,5649,3.6
20170122:22,2017-01-22,22,5348,3.0
20170122:23,2017-01-22,23,4988,2.6
20170123:0,2017-01-23,0,4709,2.2
20170123:1,2017-01-23,1,4530,1.8
20170123:2,2017-01-23,2,4437,1.8
20170123:3,2017-01-23,3,4418,1.8
20170123:4,2017-01-23,4,4478,1.8
20170123:5,2017-01-23,5,4744,1.7
20170123:6,2017-01-23,6,5300,1.6
20170123:7,2017-01-23,7,5975,1.7
20170123:8,2017-01-23,8,6196,1.7
20170123:9,2017-01-23,9,6306,1.8
20170123:10,2017-01-23,10,6423,2.2
20170123:11,2017-01-23,11,6495,2.4
20170123:12,2017-01-23,12,6466,2.8
20170123:13,2017-01-23,13,6457,3.5
20170123:14,2017-01-23,14,6384,3.4
20170123:15,2017-01-23,15,6391,3.7
20170123:16,2017-01-23,16,6473,3.6
20170123:17,2017-01-23,17,6767,3.4
20170123:18,2017-01-23,18,6850,3.1
20170123:19,2017-01-23,19,6738,3.0
20170123:20,2017-01-23,20,6558,2.5
20170123:21,2017-01-23,21,6272,2.2
20170123:22,2017-01-23,22,5849,1.9
20170123:23,2017-01-23,23,5360,1.6
20170124:0,2017-01-24,0,5027,1.1
20170124:1,2017-01-24,1,4845,0.6
20170124:2,2017-01-24,2,4719,0.2
20170124:3,2017-01-24,3,4687,0.0
20170124:4,2017-01-24,4,4733,0.1
20170124:5,2017-01-24,5,4981,-0.1
20170124:6,2017-01-24,6,5523,0.0
20170124:7,2017-01-24,7,6172,-0.3
20170124:8,2017-01-24,8,6328,-0.4
20170124:9,2017-01-24,9,6411,-0.3
20170124:10,2017-01-24,10,6492,-0.1
20170124:11,2017-01-24,11,6496,0.1
20170124:12,2017-01-24,12,6471,0.3
20170124:13,2017-01-24,13,6502,0.8
20170124:14,2017-01-24,14,6509,1.2
20170124:15,2017-01-24,15,6557,0.8
20170124:16,2017-01-24,16,6672,0.6
20170124:17,2017-01-24,17,6904,0.6
20170124:18,2017-01-24,18,6900,0.6
20170124:19,2017-01-24,19,6758,0.8
20170124:20,2017-01-24,20,6605,0.9
20170124:21,2017-01-24,21,6335,0.9
20170124:22,2017-01-24,22,5881,1.1
20170124:23,2017-01-24,23,5438,0.9
20170125:0,2017-01-25,0,5093,0.1
20170125:1,2017-01-25,1,4881,-0.6
20170125:2,2017-01-25,2,4734,0.3
20170125:3,2017-01-25,3,4689,0.0
20170125:4,2017-01-25,4,4728,0.5
20170125:5,2017-01-25,5,4982,1.0
20170125:6,2017-01-25,6,5520,1.4
20170125:7,2017-01-25,7,6108,1.2
20170125:8,2017-01-25,8,6234,0.7
20170125:9,2017-01-25,9,6298,2.3
20170125:10,2017-01-25,10,6342,3.0
20170125:11,2017-01-25,11,6422,3.4
20170125:12,2017-01-25,12,6404,3.7
20170125:13,2017-01-25,13,6444,4.2
20170125:14,2017-01-25,14,6395,4.6
20170125:15,2017-01-25,15,6448,3.8
20170125:16,2017-01-25,16,6523,3.9
20170125:17,2017-01-25,17,6778,3.8
20170125:18,2017-01-25,18,6768,3.6
20170125:19,2017-01-25,19,6616,2.7
20170125:20,2017-01-25,20,6460,2.5
20170125:21,2017-01-25,21,6211,2.3
20170125:22,2017-01-25,22,5786,2.4
20170125:23,2017-01-25,23,5310,2.5
20170126:0,2017-01-26,0,4968,2.7
20170126:1,2017-01-26,1,4726,2.5
20170126:2,2017-01-26,2,4603,2.8
20170126:3,2017-01-26,3,4545,3.1
20170126:4,2017-01-26,4,4582,3.7
20170126:5,2017-01-26,5,4816,3.8
20170126:6,2017-01-26,6,5358,3.5
20170126:7,2017-01-26,7,6036,3.4
20170126:8,2017-01-26,8,6278,2.4
20170126:9,2017-01-26,9,6361,2.7
20170126:10,2017-01-26,10,6452,2.9
20170126:11,2017-01-26,11,6512,2.8
20170126:12,2017-01-26,12,6454,3.3
20170126:13,2017-01-26,13,6418,3.0
20170126:14,2017-01-26,14,6411,3.2
20170126:15,2017-01-26,15,6399,2.7
20170126:16,2017-01-26,16,6429,3.0
20170126:17,2017-01-26,17,6672,2.8
20170126:18,2017-01-26,18,6785,1.9
20170126:19,2017-01-26,19,6684,1.7
20170126:20,2017-01-26,20,6527,1.4
20170126:21,2017-01-26,21,6262,1.7
20170126:22,2017-01-26,22,5845,1.6
